Product_ID,Category,Supplier_Rating,Lead_Time,Inventory_Level,Urgent_Restock,Seasonal_Demand,Warehouse_Capacity,Transportation_Cost,Product_Lifecycle_Stage,Returns_Percentage,Demand_Variability
43,Furniture,2,1.983387743,86.53692177,1,0.874448372,2890.006171,7.01771549,,0.033925961,0.965915142
44,Electronics,3,2.032852805,93.49398197,0,1,1943.489616,6.387106794,Growth,1.663137557,1
45,Electronics,1,2.320117869,117.1146422,1,1,5038.748136,6.905266569,Introductory,-0.015997943,0.985789338
46,Electronics,4,3.380138043,300.062798,0,1,2761.213103,5.751056152,Decline,6.298740249,1
47,Furniture,1,3.365153282,254.0340332,1,0.815307394,1881.082139,6.648900125,Maturity,1.419345167,1
48,Electronics,2,1.381085154,48.7398767,1,0.820543932,3794.116448,6.915051984,Decline,9.242188991,0.880493533
49,Food,3,2.807656739,166.107286,0,0.980560572,3871.635374,6.614907168,Introductory,2.822515309,0.939806903
50,Electronics,5,2.428556306,108.6827747,0,0.954590736,2970.401892,6.183645553,Growth,6.079947811,1
51,Clothing,5,1.975920022,104.1781444,0,0.879897097,3102.41691,6.60023456,Introductory,4.835771305,1
52,Food,3,3.350321109,322.2114082,0,0.925072044,1211.645585,6.555048123,Growth,4.806068614,0.940559155
53,Clothing,1,1.288848572,48.5402818,0,0.790102616,4499.600126,6.927315745,Introductory,1.330675398,1
54,Clothing,2,3.12139783,283.3168761,1,0.897619625,2946.290911,5.569436354,,-0.049295147,0.864202378
55,Clothing,5,1.97221431,85.39155417,0,1,1495.77255,5.611473666,Growth,3.94288551,1
56,Electronics,3,2.627327572,312.2685607,0,1,1838.026798,5.430764702,Decline,5.852260299,1
57,Clothing,3,2.395202414,132.4979469,0,1,4049.442413,6.952269468,Decline,5.004719445,0.823637391
58,Electronics,5,2.931009642,175.4301869,0,0.956079598,3161.882571,6.117409133,Maturity,8.150643447,0.893433676
59,Electronics,2,2.438022911,104.2187597,1,1,3701.820806,4.801047368,Growth,8.679881277,0.849042916
60,Electronics,3,2.672985089,185.6971531,1,0.99767165,1578.496829,6.603123585,,4.824748942,0.969386076
61,Electronics,3,1.650811365,57.62881093,0,1,1322.926157,6.609745984,Maturity,5.801831007,1
62,Electronics,2,2.263645928,98.18424231,1,0.918213398,3730.589358,6.278407977,Introductory,0.178789258,1
63,Furniture,2,2.627327572,57.66745488,1,0.847065473,2928.16522,5.272279923,Decline,4.835771305,1
64,Electronics,1,3.293742149,247.1581022,1,1,2845.752612,6.012079932,Decline,6.527533411,0.894675645
65,Food,5,2.851944439,196.2832223,0,0.620281765,1041.18924,6.476201609,Decline,2.015660056,0.936271696
66,Furniture,5,2.050026864,71.60839094,0,0.817686832,3845.642296,6.027426732,Introductory,3.864463803,1
67,Furniture,1,2.633329388,153.1569976,1,0.99170889,4060.338527,6.788262693,Maturity,3.84623745,0.90414244
68,Clothing,5,2.963748722,190.0867052,0,1,2946.290911,6.279170701,Decline,4.835771305,0.870306916
69,Electronics,2,2.627327572,270.2121409,1,0.825488424,1140.187734,6.776515376,Maturity,3.526497534,1
70,Electronics,4,1.626751101,52.09541158,0,0.890584451,1257.864338,6.581493988,Maturity,6.393988964,0.911382894
71,Clothing,2,2.748769354,210.6673489,1,1,3968.123828,5.124600199,Introductory,0.746759158,0.809535621
72,Electronics,2,2.685761001,163.4352113,1,0.895818912,2946.290911,5.684198346,Maturity,6.543038967,0.976675789
73,Furniture,1,0.751316547,42.62934507,1,1,3972.274235,6.768288004,Maturity,2.671607793,1
74,Electronics,5,2.109259277,94.23292043,0,0.764321801,3250.238763,6.538112755,Maturity,5.83045489,0.969263158
75,Furniture,5,3.314588422,260.4948738,0,0.851695032,2170.826028,5.28627389,Decline,5.860423263,0.840063837
76,Furniture,5,2.362462482,127.1037258,0,1,1723.17077,6.572347951,Decline,0.047969006,0.964199177
77,Food,3,3.248056534,290.6708902,0,1,2511.762901,6.837503451,Growth,1.004196692,1
78,Electronics,1,2.627327572,260.7844246,1,0.794637202,1383.59411,7.022201685,Growth,0.619512779,1
79,Electronics,1,2.884098134,185.5020061,1,0.782410076,2737.734803,6.87535354,,3.679494515,1
80,Furniture,1,2.799397596,192.7360257,1,1,2040.214082,6.190729636,Decline,3.396506148,0.962155898
81,Furniture,1,3.368179924,253.7228788,1,0.959936657,1747.129832,6.190729636,Maturity,2.901467505,0.993000741
82,Clothing,1,1.776359166,79.35135437,1,1,2044.544511,6.032927848,Growth,7.383227111,0.924639981
83,Furniture,2,2.048995183,90.61777075,1,0.586978033,4314.540613,6.728774726,Decline,8.766413258,1
84,Electronics,3,2.415724918,108.1348653,0,1,2946.290911,5.646323341,Introductory,4.118607323,0.89372028
85,Electronics,1,2.969424626,206.1838077,0,1,2111.553588,5.820177485,Introductory,6.55492052,1
86,Electronics,2,2.679459385,165.5991942,1,0.77462163,4469.478588,5.923587188,Maturity,4.835771305,1
87,Electronics,1,2.198954269,102.4073867,1,0.780620705,4011.424491,6.89570069,Decline,6.673915687,1
88,Furniture,2,3.329245117,328.6286789,1,1,1600.304854,6.25331556,Maturity,3.692240825,0.94153049
89,Food,4,2.756738089,146.760328,0,1,1570.342691,6.721087273,Growth,1.824118076,0.797556078
90,Furniture,1,2.673116591,146.5407362,1,1,2842.513948,6.444981178,,2.702356374,0.785410195
91,Furniture,2,2.466003802,129.5177637,0,0.908081834,3991.042815,5.681528522,Maturity,3.196381048,1
92,Electronics,1,2.540153823,157.2456787,1,0.81209605,2696.760394,5.954672981,Growth,1.39162891,1
93,Furniture,1,1.774489753,92.83087413,1,1,2946.290911,6.352329103,Growth,8.440887612,0.708719009
94,Furniture,4,2.232232573,129.653255,0,0.965761364,2925.220905,6.845718385,Growth,4.308357768,1
95,Electronics,4,2.565370446,156.6253855,0,1,2280.495915,6.434876152,Maturity,5.138320456,1
96,Food,1,3.488527998,295.5068931,1,0.954931335,2491.80322,6.256007324,Introductory,4.971582607,0.932474857
97,Electronics,3,3.390064061,265.9245349,0,0.963220225,1964.006527,6.327782132,Introductory,2.906874702,1
98,Furniture,5,3.137701242,215.7550943,0,1,3975.156198,6.895913599,Growth,6.763453768,1
99,Electronics,1,2.360316914,131.0657284,1,1,5167.065455,6.695508356,Introductory,-0.192511682,1
100,Clothing,2,2.41742542,137.3930285,1,1,4702.703048,5.036304335,,3.194076926,1
101,Electronics,1,3.309948105,218.7269292,1,0.742791833,3077.020341,5.899317183,Maturity,0.653595459,0.969245135
102,Electronics,5,2.807022157,183.7356738,0,1,4554.692827,4.918413608,Decline,2.562675474,0.870078691
103,Clothing,4,2.832344524,229.8935341,0,1,2946.290911,6.364913068,Maturity,7.630817263,0.913703491
104,Electronics,1,1.999056293,92.2141255,1,1,3352.651049,6.200827417,Maturity,1.572982375,0.994676918
105,Electronics,2,3.177859407,270.0065313,1,0.961347622,1725.380367,5.421798694,Introductory,0.568361794,1
106,Clothing,5,3.329356686,286.380409,0,0.826911173,1774.04283,5.152291662,Introductory,9.13893934,0.881565403
107,Furniture,3,3.522084633,315.9840965,0,1,4000.562233,6.525366642,Maturity,4.962353589,1
108,Clothing,3,2.74079366,178.3671194,0,1,4639.927965,6.647680128,Introductory,9.849031193,0.953115214
109,Electronics,5,2.128608036,89.65245426,0,0.99170889,3340.414683,6.43350425,Maturity,6.267187495,0.904562368
110,Furniture,1,2.627327572,239.8606813,1,1,3183.079773,5.149518472,Decline,4.835771305,0.91827629
111,Electronics,5,3.107258958,245.5211801,0,0.890888042,1522.314966,5.787486078,Maturity,1.641826992,1
112,Electronics,1,3.073887489,183.4311259,1,0.847699076,2799.939807,6.925257587,Decline,3.50293744,0.977789135
113,Electronics,1,2.997265942,209.5375568,1,1,2128.393673,5.928853021,Introductory,7.247327861,0.837051873
114,Food,1,3.105944153,225.6145935,1,0.893751233,4457.330076,6.620806924,Growth,8.48720779,1
115,Food,3,2.627327572,51.84580163,1,0.868106758,4158.482747,6.51079836,Decline,0.006526772,0.847724577
116,Clothing,2,2.251846931,95.27906294,0,0.863145391,3784.822332,6.190729636,Growth,4.835771305,0.916510812
117,Electronics,5,3.050636577,218.902303,0,1,2884.127545,5.777156817,,9.549109383,1
118,Electronics,1,3.026693416,206.7973517,1,1,2041.204462,5.895901669,Introductory,7.101454451,0.931932815
119,Furniture,5,1.905707236,73.37190643,0,0.99170889,3813.021203,6.284771687,Introductory,2.225953302,1
120,Furniture,3,2.888783492,203.689097,1,0.690324931,3165.726766,5.798460563,Introductory,8.637136874,1
121,Electronics,4,2.957020236,151.0284777,0,0.817868876,1529.302077,6.160936338,Maturity,1.805430498,1
122,Electronics,1,3.160319696,266.9952204,1,0.845821497,3765.14289,5.785651531,Introductory,5.160746453,1
123,Clothing,1,2.794686312,180.8895944,1,1,3769.107153,6.830054357,Maturity,3.211852634,0.996967141
124,Clothing,1,1.820849797,74.78962847,1,1,1196.706068,6.502269079,Introductory,5.332034486,0.794337464
125,Furniture,2,2.948383764,190.0473932,1,1,3901.530605,6.185042669,Decline,1.73912803,1
126,Clothing,2,1.596614182,60.07590659,1,1,3028.160559,6.190729636,Maturity,9.712841647,0.92132414
127,Clothing,3,3.081924162,206.7870335,0,1,4792.913196,6.421038735,Decline,2.791286849,0.990135122
128,Clothing,3,3.021698163,304.3577813,1,1,4608.126017,6.416348873,Introductory,5.626828171,1
129,Furniture,1,1.1528662,41.88121188,1,1,3037.234986,5.867068617,,5.556249494,0.948710107
130,Electronics,5,2.762889629,161.4557781,0,0.998463624,2093.679709,6.461369694,,5.219296579,0.909738012
131,Clothing,2,3.098138385,231.4979581,1,0.913429271,2515.931017,6.809009205,Growth,1.620997719,1
132,Clothing,2,3.32691735,283.7854861,1,0.99170889,3426.05514,6.190729636,Growth,4.376222482,1
133,Furniture,1,1.997487289,88.17386211,1,1,1468.201853,6.190729636,Growth,8.030937815,0.887821987
134,Clothing,1,3.372731039,286.4359421,1,0.83115645,2370.731796,5.964388466,Growth,5.601174591,1
135,Furniture,1,1.017759145,37.97428956,1,0.989515494,2889.501818,5.791078497,Introductory,5.302467643,0.862138762
136,Electronics,1,2.326664144,109.8963657,1,0.827444888,3950.650314,7.039099304,Decline,6.175773955,1
137,Electronics,5,2.435084659,138.3458602,0,1,4330.009454,6.476928548,Maturity,6.872232698,1
138,Clothing,5,1.912947998,94.38997448,0,1,1506.363326,5.533592979,Growth,5.289105199,0.902338986
139,Furniture,5,2.222768969,95.46204622,0,1,2946.290911,6.602298686,Growth,6.511265249,1
140,Food,2,2.708391231,170.921951,1,0.884669963,4104.841411,7.004438004,Introductory,9.392762233,1
141,Electronics,1,2.879812427,187.4953332,1,1,2097.562934,5.828773166,Introductory,7.004750218,0.99772527
142,Electronics,2,2.386908579,95.23169679,1,1,3557.509495,6.415278795,Introductory,0.398551845,1
143,Clothing,5,1.850489329,95.76208312,0,0.84944471,4511.861398,6.891067201,Introductory,3.977224149,1
144,Furniture,5,3.420288068,318.1634493,0,0.971598842,4170.340326,6.890036245,Maturity,6.046717416,1
145,Clothing,3,3.044798746,224.9539756,0,0.903887608,3305.040221,5.069973795,,4.835771305,0.87419737
146,Food,4,1.782747997,73.98773586,0,1,4067.957836,6.451071199,Introductory,1.679689088,0.956867736
147,Electronics,3,3.283151391,309.0483485,1,0.845415392,4174.854169,6.017794425,Growth,4.708626218,1
148,Electronics,3,2.809562286,172.5929832,0,0.841610756,4053.374415,6.010695241,Decline,3.908868945,0.897513804
149,Clothing,1,3.248046882,295.6607897,1,0.948085849,3705.494227,5.659772551,Decline,1.217907867,1
150,Food,2,2.748189609,167.4438482,1,0.884230517,3669.073087,6.530301272,Growth,6.288499149,1
151,Food,2,3.304935466,302.8153556,1,0.983869741,3978.124048,6.308663201,Growth,2.62507421,0.856116803
152,Clothing,5,1.873996914,93.79571982,0,0.823570138,4764.842778,7.049737809,Introductory,3.179464982,0.748098022
153,Furniture,1,0.632243771,23.77173289,1,0.988683179,4299.773251,6.510029202,Introductory,8.781805109,1
154,Electronics,3,2.627327572,284.3754722,0,0.977214385,2011.79715,6.190729636,Introductory,4.029073924,1
155,Electronics,4,1.976309317,72.76211872,0,0.93662779,1727.331771,5.347893005,Decline,5.964974909,1
156,Furniture,2,2.98771379,192.2788145,1,0.99170889,4071.639162,6.053753837,Decline,2.937895117,0.915445001
157,Clothing,2,2.118010149,103.7061685,1,0.793202843,3831.105714,6.779296147,Growth,2.285959306,1
158,Electronics,2,3.406817536,304.0584899,1,0.815451395,4485.238599,6.11242782,Growth,4.241337405,1
159,Clothing,1,2.237974848,83.84633463,1,0.889479505,1405.773718,6.338912055,Growth,4.286465407,1
160,Furniture,3,2.627327572,93.02861771,0,0.957258265,1134.418684,6.092514494,Growth,1.203348815,0.973494619
161,Food,1,1.418255024,65.63075565,1,0.802459075,4197.226881,6.382167361,Decline,-0.327982429,0.729748838
162,Furniture,1,2.555141035,143.5162248,1,0.881383942,2824.118395,6.625431365,,2.259675264,0.995491898
163,Food,3,3.228680491,224.005497,0,0.955418898,4022.855849,6.12574053,Growth,7.964547743,0.969271361
164,Furniture,3,2.095803646,175.4301869,0,0.976858705,1070.233322,6.35556827,Growth,1.205188923,0.970633013
165,Electronics,1,2.910030368,232.2095758,1,0.871833805,3110.305631,5.743858431,Maturity,0.389760178,1
166,Furniture,3,2.627327572,95.38148646,0,0.914619495,1140.376236,6.133906528,Growth,0.382019202,0.899803345
167,Furniture,1,3.317973328,252.0929786,1,0.841280066,1867.499022,6.190729636,Maturity,1.261907128,1
168,Clothing,2,2.627327572,62.83195326,1,0.990181884,2956.527303,6.356571273,Maturity,4.835771305,1
169,Furniture,3,1.981341204,88.2493282,0,0.972407928,1135.91903,6.089003102,Growth,0.92583161,1
170,Food,3,2.616435227,156.8572759,0,0.894465046,3947.237928,6.896690922,Introductory,2.956039211,0.983202162
171,Electronics,4,3.463836103,256.4350688,0,1,1762.346028,6.998072723,Decline,8.831434586,1
172,Food,3,3.186111102,211.616288,0,1,3828.156373,4.800831575,Growth,1.81501418,1
173,Electronics,5,2.627327572,117.3185178,0,1,3133.08813,5.920320959,Growth,4.723940249,1
174,Electronics,2,3.113629688,222.2269235,0,0.93472315,1055.16013,6.122223636,Growth,6.590111943,1
175,Clothing,5,1.881277039,91.13492359,0,1,4846.719895,6.845540598,Introductory,3.886652517,0.792229315
176,Clothing,5,2.365986345,111.2604603,0,1,3354.101374,6.811180269,Introductory,4.835771305,1
177,Electronics,4,3.20084572,252.7821933,0,1,1678.771677,6.730890236,Decline,8.773237009,1
178,Furniture,1,2.569943251,175.4301869,1,1,3970.513069,6.432078802,Maturity,3.308277422,0.926587145
179,Electronics,3,3.486367247,281.2179712,0,1,1986.736047,6.202306401,Introductory,4.314073654,0.993327344
180,Clothing,2,3.450441037,281.3581079,1,0.947694893,1749.066639,5.781456462,Introductory,-0.127260111,1
181,Furniture,2,2.794325624,184.486846,1,0.775387823,3921.030445,6.177104395,Decline,1.797969311,1
182,Clothing,1,3.302911114,289.732915,1,0.990906861,3699.788339,6.12567414,Decline,0.723626559,1
183,Food,2,1.148286204,37.27121539,1,1,1074.609357,6.190729636,Maturity,1.635230991,0.859182266
184,Furniture,2,2.627327572,300.2074789,1,1,1796.130654,6.391414908,Introductory,3.024218186,0.986334028
185,Food,2,2.918922181,197.5064192,1,0.995822694,1102.469916,6.035412462,Introductory,5.283445579,1
186,Furniture,3,2.713738195,139.5117446,0,1,3063.749485,6.722136355,Growth,6.567020324,0.80505998
187,Clothing,5,2.627327572,319.2836951,0,0.951609894,1825.902752,5.025778715,Introductory,9.271662148,1
188,Food,2,3.284291384,175.4301869,1,1,1330.904654,5.944841792,Growth,8.161862047,0.975372289
189,Clothing,5,2.982104323,202.1694114,0,0.956326178,2000.124761,6.190729636,Decline,6.559483365,1
190,Food,3,3.039927776,170.6881698,0,0.990158435,2581.006246,6.090467196,Growth,0.673251031,0.939635955
191,Clothing,1,2.627327572,287.9994871,1,0.899948434,2946.290911,5.990821694,Decline,1.021300072,1
192,Clothing,5,2.472714589,119.6832434,0,0.876173123,1235.060758,6.694648672,Decline,2.354557571,1
193,Clothing,1,2.833933584,156.6188371,1,0.96068136,4875.221933,6.226399286,Introductory,7.532142871,0.994093406
194,Electronics,5,0.676395204,45.4377034,0,0.63586303,4065.190401,6.890902826,Maturity,1.627097993,0.951160007
195,Food,4,2.604546031,156.1986334,0,1,1624.638351,6.907077758,Growth,1.098249346,0.980582413
196,Clothing,2,1.164982494,37.01641561,1,1,4467.605444,5.804507811,Maturity,4.778721411,0.988394923
197,Clothing,2,1.612292408,64.38388401,1,1,2805.064291,6.864401614,Maturity,11.50715017,1
198,Electronics,4,3.002404722,174.0145325,0,1,4037.891947,6.299073197,Decline,4.835771305,1
199,Food,3,2.731540225,158.3223359,0,0.947415138,2642.248594,5.535064489,Maturity,4.835771305,1
200,Electronics,4,1.713742468,63.49344902,0,0.963773385,1274.693703,6.883452644,Maturity,6.383169295,0.977176687
201,Electronics,5,2.994809794,258.4244024,0,1,2471.056633,6.507732606,Maturity,7.846753818,1
202,Food,3,2.628297785,156.8758672,0,1,2502.662649,5.652949921,Maturity,4.93194144,0.9343722
203,Electronics,4,1.186479081,47.06706778,0,1,2904.119324,6.45813173,Introductory,0.920214544,1
204,Food,2,2.793577744,168.7109946,0,1,4333.715343,6.818822738,Introductory,9.72617645,1
205,Furniture,1,2.924312715,196.242636,1,1,4677.17927,5.959240929,Decline,6.818194883,0.731378008
206,Food,3,3.421392401,288.0531944,0,1,2669.678185,6.737515825,Growth,-0.159688689,0.963198747
207,Furniture,4,3.109057137,230.5933513,0,0.825413426,1035.806445,6.845785506,Growth,2.191628715,1
208,Clothing,3,2.500071315,153.270837,0,1,4211.596019,6.83280039,Decline,7.999344224,1
209,Furniture,2,3.117679061,257.5963718,1,0.661907081,1889.914068,5.141462853,Decline,2.120498642,1
210,Food,1,3.290507338,175.4301869,0,0.699809868,2381.568444,6.164069037,Introductory,3.19189756,0.90993496
211,Electronics,5,1.502347114,50.1945038,0,0.885769597,3897.187972,5.24652195,Growth,10.3844436,1
212,Electronics,4,1.72657845,55.66208365,0,0.970503648,1276.23029,6.335304999,Maturity,5.365484366,0.986863371
213,Clothing,1,2.775838965,148.9611524,1,0.968259409,4706.377709,5.884384875,Introductory,8.801388575,1
214,Food,5,1.395980224,70.01399479,0,1,2112.86162,6.270673178,Introductory,9.257952758,0.701263037
215,Electronics,5,2.842846434,224.7792012,0,1,2892.243073,6.819676588,Decline,4.169960119,1
216,Food,3,2.603448675,158.0808749,0,0.786050063,3872.056896,6.444235425,Introductory,2.142609716,1
217,Clothing,5,2.627327572,228.8019764,0,1,3337.425627,6.05880876,Decline,8.146437454,1
218,Electronics,3,2.428889839,163.4234093,0,1,2946.290911,6.697635571,Introductory,1.863613646,1
219,Furniture,3,2.291630682,96.08664732,0,0.867992121,1453.304481,5.521582523,Maturity,0.446875123,0.965551881
220,Furniture,2,2.935877519,204.930122,1,1,3950.820483,5.950946362,,1.148206125,1
221,Furniture,5,2.627327572,131.1772278,0,1,1749.550465,6.362293047,Decline,0.740309214,1
222,Electronics,2,3.369198897,313.6154402,1,0.90211042,4262.950056,5.844475056,Growth,4.327166875,1
223,Food,1,3.096722933,297.264026,1,0.918883751,2332.775981,6.144351611,Introductory,3.595701173,1
224,Furniture,5,3.13948728,250.6013826,0,1,2423.3873,6.770592804,Maturity,8.220484786,1
225,Food,5,2.997461691,175.4301869,0,0.785947763,952.7615578,6.706597229,Decline,1.325850766,0.885590981
226,Electronics,5,2.800679768,179.712707,0,1,4470.297896,4.813553925,Decline,3.021032372,0.922815934
227,Electronics,4,1.85876069,80.55639424,0,0.773725657,1711.576915,5.922695329,Decline,6.285740233,1
228,Electronics,5,2.42822391,116.2729194,0,1,3113.214267,5.865189842,Growth,4.872332907,1
229,Furniture,5,2.481402268,134.5880247,0,0.895851596,1055.673977,6.227066026,Growth,4.635528762,1
230,Electronics,2,3.09686611,259.3981312,1,1,3312.475718,5.970641547,Introductory,0.854570887,0.933029838
231,Food,4,1.632070405,71.84370456,0,1,4186.760906,6.324523333,Introductory,0.363037686,1
232,Electronics,2,2.246202592,122.9053295,1,1,2348.043258,5.847641131,Introductory,5.885815959,0.966827626
233,Furniture,3,1.977816673,86.11005103,0,0.865624063,1153.670548,6.130749053,Growth,1.554798482,0.745577136
234,Furniture,1,2.859098149,232.5097407,1,0.791030858,1203.040854,6.621479657,Decline,6.467774789,1
235,Clothing,5,2.930831042,231.0032391,0,1,3387.445516,6.131152115,Decline,7.728767887,0.86030509
236,Clothing,2,2.453250716,137.0915217,1,1,4763.440305,5.023400554,Growth,1.174226338,1
237,Food,5,1.538159622,62.733606,0,1,2119.937247,6.316822914,Introductory,7.855990673,0.934488203
238,Food,1,3.373828695,310.7151278,1,1,2447.210797,6.098600023,Introductory,4.360249332,0.977202632
239,Food,3,3.022170882,237.5955184,0,0.878891946,3944.154308,6.159559234,Decline,4.125963855,1
240,Furniture,2,3.181777402,257.1343393,1,0.923905449,3273.171228,6.130883536,Growth,1.419620565,0.894778609
241,Clothing,1,2.126356609,85.18918325,1,0.935630199,2019.288135,6.031120543,Growth,7.021921388,0.975070659
242,Electronics,5,2.773778168,195.2919772,0,0.773563158,998.2322777,6.506629274,,1.558359461,0.986797582
243,Electronics,4,2.37741469,112.8340528,0,0.779415227,2825.168024,6.263053398,Decline,2.512850665,1
244,Furniture,2,3.165224477,264.0800883,1,0.874517833,2946.290911,5.993856341,Introductory,0.664227374,0.815450125
245,Food,4,3.569577654,175.4301869,0,0.972519904,3296.042975,5.801568125,Maturity,-0.239418092,0.969276681
246,Furniture,2,2.042113387,89.38495026,1,0.743628842,4365.493029,6.190729636,Decline,8.944996525,1
247,Electronics,2,0.549145819,175.4301869,1,0.699106957,3504.567898,6.765290739,,5.121849733,0.867977865
248,Furniture,3,3.401804439,306.1955261,1,1,2946.290911,6.225573495,Maturity,3.649676015,1
249,Electronics,5,2.398059137,94.71112332,0,0.846110688,1616.356428,5.931964827,Decline,9.939459938,0.974823242
250,Food,2,2.764262247,171.2302379,1,0.905026776,4014.893841,6.626516697,Introductory,10.06898867,1
251,Furniture,2,2.490161717,133.6182136,1,0.937112523,3947.869926,5.609095023,Maturity,3.937796836,0.810661596
252,Furniture,3,3.200130233,254.8269448,1,0.99170889,3222.828829,5.685544364,Decline,4.315064702,1
253,Clothing,3,3.187377208,239.8110167,0,0.897412045,1799.714085,5.525330284,Maturity,6.376268507,0.893715949
254,Food,3,1.901291361,95.42692284,0,0.950047986,1215.612334,6.423404959,Introductory,8.397213097,0.917691922
255,Electronics,1,2.693987751,155.7373249,1,0.906158795,2618.778548,6.611267237,Growth,6.64229741,0.949945399
256,Electronics,1,2.902025049,246.9720176,1,0.886691859,3572.90901,4.622439044,Maturity,8.093443325,1
257,Electronics,3,2.704250797,156.3035603,1,0.92419404,1963.762891,6.71153013,Decline,7.836825526,0.96719544
258,Electronics,2,3.120952994,253.8403424,1,1,4182.012452,5.99174222,,3.314417872,1
259,Electronics,3,2.037863747,92.58081401,0,1,1881.471714,6.15480915,Growth,0.627852498,1
260,Furniture,5,3.378847812,317.7573234,0,1,4139.713046,6.443646414,Maturity,5.64560828,1
